liked,duration_ms,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo
True,180815,0.547,0.79,4,-5.001,1,0.0214,0.0,0.0312,0.587,86.033
False,196100,0.702,0.727,1,-7.216,0,0.152,1.03e-06,0.121,0.544,133.967
True,301000,0.651,0.856,6,-4.253,1,0.353,0.0,0.227,0.508,140.013
True,195933,0.672,0.666,11,-5.116,1,0.425,0.000222,0.0885,0.587,79.023
True,221279,0.782,0.671,2,-5.127,0,0.184,2.27e-06,0.125,0.706,106.975
False,178973,0.686,0.837,0,-4.591,1,0.206,5.8e-05,0.213,0.829,155.951
True,183224,0.55,0.775,11,-4.806,0,0.472,0.000343,0.145,0.409,114.123
True,272417,0.459,0.899,2,-2.978,1,0.0038,0.0,0.126,0.437,176.384
False,251160,0.65,0.879,8,-3.176,1,0.324,0.0,0.376,0.899,105.015
False,196011,0.531,0.931,7,-3.906,1,0.0326,0.0,0.308,0.563,198.939
True,200265,0.845,0.668,1,-6.702,0,0.211,0.0,0.122,0.721,106.017
True,211871,0.741,0.565,7,-4.637,1,0.385,0.0,0.14,0.633,92.064
True,215316,0.591,0.705,9,-6.519,0,0.381,0.000116,0.131,0.27,121.799
True,255360,0.557,0.783,6,-4.893,0,0.0171,0.0172,0.151,0.442,177.008
True,196963,0.748,0.735,9,-6.08,1,0.0483,2.59e-06,0.0532,0.542,121.929
False,211764,0.614,0.527,10,-6.374,1,0.597,0.0,0.11,0.354,121.941
True,201680,0.597,0.751,6,-4.982,0,0.0104,0.0,0.0912,0.568,103.956
False,233654,0.53,0.538,5,-6.672,1,0.17,2.83e-06,0.248,0.288,148.051
True,222621,0.797,0.543,11,-5.744,1,0.0202,0.0,0.0726,0.164,115.036
True,165441,0.609,0.885,0,-5.469,1,0.00521,1.15e-05,0.336,0.76,124.959
True,242983,0.714,0.494,10,-7.429,0,0.441,0.0,0.115,0.21,106.956
True,250189,0.781,0.853,1,-3.68,0,0.0525,0.0,0.12,0.624,110.049
True,226173,0.488,0.915,7,-4.255,1,0.0406,0.0,0.351,0.646,75.019
False,231213,0.478,0.442,5,-5.165,1,0.705,0.0,0.119,0.222,93.005
True,253346,0.828,0.686,2,-5.242,1,0.0519,2.23e-06,0.11,0.544,156.033
False,203291,0.456,0.749,6,-4.844,0,0.00463,0.0,0.192,0.253,137.958
True,183369,0.591,0.859,7,-4.859,1,9.34e-05,0.00196,0.218,0.513,171.747
True,217270,0.699,0.812,6,-5.772,0,0.00461,0.0161,0.397,0.749,127.916
True,211187,0.812,0.702,1,-5.132,1,0.228,0.0,0.204,0.661,111.014
True,179457,0.611,0.835,6,-4.107,1,0.167,0.0,0.107,0.672,102.023
True,211691,0.697,0.732,8,-6.454,1,0.175,0.0,0.108,0.725,114.954
True,190640,0.638,0.854,1,-4.664,1,0.216,0.0,0.0357,0.859,93.869
False,162784,0.422,0.791,5,-4.997,0,0.605,0.0,0.132,0.734,130.531
True,275547,0.523,0.714,4,-7.552,0,0.466,0.00359,0.113,0.359,128.968
True,196947,0.708,0.582,5,-6.545,0,0.00407,1.79e-05,0.258,0.656,81.966
True,150033,0.834,0.71,8,-6.289,1,0.263,0.0,0.152,0.317,111.982
True,184280,0.544,0.915,8,-3.405,1,0.129,0.000914,0.115,0.51,126.094
True,257107,0.695,0.838,2,-4.808,1,0.101,0.0,0.364,0.479,128.01
True,185200,0.362,0.882,3,-3.717,1,0.0791,0.0,0.15,0.864,199.811
True,174222,0.865,0.6,11,-5.738,0,0.292,0.0,0.0593,0.615,113.071
True,182667,0.491,0.907,7,-3.594,1,0.0491,0.0,0.242,0.631,199.943
True,218053,0.755,0.765,8,-4.328,1,0.0503,0.0,0.0326,0.691,114.993
True,193040,0.614,0.839,0,-4.143,1,0.0291,0.0,0.112,0.657,182.123
True,220396,0.46,0.8,1,-3.584,1,0.289,6.16e-06,0.121,0.553,102.46
True,148440,0.648,0.779,6,-5.665,1,0.0227,0.0,0.0688,0.775,106.996
False,203533,0.791,0.552,7,-8.531,0,0.141,2.62e-06,0.112,0.588,114.016
True,201072,0.669,0.801,8,-5.445,1,0.268,0.0,0.0594,0.541,109.919
False,165714,0.812,0.519,2,-4.823,1,0.379,0.0,0.13,0.554,104.954
True,232533,0.657,0.291,2,-10.572,1,0.872,0.0,0.114,0.298,103.973
False,176827,0.631,0.715,1,-6.083,0,0.0299,0.0,0.122,0.42,135.826
False,204502,0.874,0.497,6,-5.484,1,0.22,0.0,0.0761,0.542,106.023
False,178550,0.454,0.583,2,-6.596,1,0.321,1.06e-05,0.332,0.216,89.134
False,193143,0.905,0.389,8,-14.505,1,0.74,0.162,0.106,0.196,120.046
False,198691,0.655,0.616,0,-6.716,1,0.305,1.9e-05,0.128,0.263,156.027
True,288200,0.516,0.738,11,-7.21,1,0.279,0.0,0.621,0.595,175.432
True,201227,0.695,0.807,9,-5.123,1,0.0121,0.0,0.266,0.4,91.947
True,180640,0.485,0.332,4,-9.244,1,0.784,0.000122,0.146,0.273,130.813
True,203113,0.671,0.763,8,-5.877,1,0.607,2.16e-05,0.495,0.469,149.87
True,196188,0.641,0.537,0,-5.452,0,0.0875,9.05e-06,0.115,0.0681,112.864
True,244467,0.722,0.616,6,-6.8,1,0.264,9.46e-05,0.123,0.692,93.948
True,191000,0.521,0.716,0,-4.999,1,0.0372,0.0,0.148,0.12,77.562
True,448533,0.685,0.723,7,-4.791,1,0.131,0.000935,0.592,0.385,75.995
True,181280,0.736,0.868,8,-3.01,0,0.166,1.48e-06,0.0419,0.613,94.026
True,252733,0.479,0.545,7,-7.346,1,0.365,0.0,0.0963,0.244,74.897
True,182920,0.7,0.748,1,-6.044,1,0.127,0.0,0.0941,0.631,111.939
True,187438,0.658,0.774,7,-6.801,1,0.204,0.0,0.0569,0.446,93.942
True,106304,0.606,0.481,9,-13.083,1,0.193,0.915,0.14,0.567,156.019
False,219429,0.721,0.865,4,-3.391,0,0.253,0.00199,0.0655,0.573,104.927
True,197867,0.64,0.648,5,-8.113,0,0.124,0.0,0.0802,0.548,92.977
True,208000,0.47,0.221,5,-9.243,1,0.693,0.0,0.104,0.264,133.714
True,188373,0.658,0.788,8,-5.944,0,0.164,0.0,0.117,0.468,116.043
True,162335,0.645,0.636,5,-6.128,0,0.397,1.49e-06,0.0818,0.897,101.933
True,221800,0.544,0.781,6,-6.16,0,0.00585,0.0,0.191,0.527,144.075
False,247708,0.584,0.655,0,-5.591,0,0.394,2e-05,0.0944,0.539,98.008
True,224187,0.694,0.895,1,-4.349,1,0.177,0.0,0.0749,0.621,120.002
True,181824,0.659,0.623,4,-2.253,1,0.0667,0.0,0.582,0.439,88.042
True,113000,0.66,0.528,11,-8.139,1,0.187,0.943,0.174,0.532,84.938
True,219293,0.548,0.742,1,-4.757,1,0.108,0.0,0.0852,0.352,143.966
True,152512,0.62,0.433,10,-8.962,0,0.762,0.0,0.359,0.619,100.0
True,135597,0.838,0.549,9,-7.145,0,0.877,0.000964,0.115,0.654,114.445
True,275227,0.707,0.709,11,-3.979,0,0.763,0.0,0.274,0.501,89.094
False,202347,0.557,0.676,7,-4.457,1,0.0661,0.0,0.0871,0.678,108.016
True,193798,0.509,0.689,1,-4.929,0,0.0209,0.0,0.301,0.297,170.087
False,190094,0.524,0.606,7,-7.33,1,0.00468,0.0,0.217,0.262,100.053
True,138298,0.712,0.496,6,-6.061,1,0.44,0.0,0.186,0.638,141.212
False,216993,0.504,0.472,9,-6.925,1,0.54,0.0,0.306,0.313,73.521
True,217800,0.711,0.508,7,-7.299,1,0.0354,0.0,0.141,0.665,98.098
True,202920,0.651,0.708,4,-4.791,1,0.582,0.0,0.0796,0.558,119.964
True,184407,0.748,0.715,10,-6.037,0,0.176,0.0,0.0965,0.314,96.954
True,174065,0.671,0.597,2,-7.891,1,0.094,0.0,0.0881,0.363,125.973
True,200080,0.888,0.483,6,-7.797,1,0.013,4.85e-06,0.0926,0.226,125.008
True,240893,0.69,0.618,2,-9.36,1,0.0175,3.26e-06,0.0891,0.733,174.038
True,157493,0.505,0.428,5,-5.604,1,0.489,0.0,0.0977,0.618,175.813
True,201706,0.654,0.26,5,-10.383,0,0.774,0.695,0.235,0.489,78.064
True,224914,0.662,0.677,1,-6.371,0,0.23,0.0,0.369,0.347,99.017
True,197933,0.553,0.89,0,-5.394,1,0.0255,1.02e-06,0.241,0.582,162.049
False,181040,0.842,0.734,1,-5.065,0,0.0427,0.0,0.106,0.952,137.958
True,160627,0.843,0.391,2,-7.899,1,0.181,0.0,0.137,0.496,129.972
False,173077,0.844,0.754,0,-6.74,1,0.045,0.0,0.344,0.791,104.027
True,204720,0.542,0.797,9,-4.45,0,0.00111,0.0,0.0906,0.593,113.95
False,187607,0.827,0.468,7,-7.378,0,0.213,0.0,0.104,0.647,99.994
False,190300,0.483,0.675,1,-7.032,0,0.0148,0.0,0.33,0.15,95.797
False,194936,0.884,0.541,11,-5.608,1,0.0831,0.0,0.118,0.274,105.009
True,212563,0.871,0.594,8,-7.199,1,0.115,1.05e-05,0.132,0.574,121.007
False,224306,0.578,0.731,7,-5.966,0,0.243,0.0,0.112,0.501,139.442
True,268947,0.467,0.645,3,-7.906,1,0.565,0.0,0.0943,0.438,81.997
True,188101,0.576,0.234,8,-15.6,0,0.853,0.208,0.1,0.0514,145.6
False,206827,0.544,0.49,5,-4.627,1,0.272,0.0,0.138,0.384,115.02
True,205613,0.457,0.915,6,-2.232,1,0.117,2.65e-06,0.339,0.551,101.654
True,227360,0.661,0.881,10,-6.226,0,0.0698,3.19e-05,0.364,0.58,119.972
True,227893,0.554,0.899,8,-4.573,1,0.0521,0.0,0.0568,0.552,171.966
True,260885,0.71,0.557,8,-9.758,1,0.37,0.0,0.115,0.065,105.0
False,205333,0.795,0.812,1,-4.885,1,0.0703,1.95e-05,0.19,0.615,113.979
False,204013,0.751,0.644,1,-4.493,1,0.224,3.07e-06,0.205,0.68,129.084
True,207333,0.715,0.655,0,-6.425,1,0.0525,0.0,0.115,0.531,95.078
True,189533,0.711,0.696,7,-5.05,1,0.16,0.0,0.17,0.694,80.512
True,232959,0.884,0.559,0,-7.442,1,0.0236,0.0,0.101,0.342,97.994
True,193573,0.757,0.392,5,-10.103,1,0.52,1.57e-05,0.0952,0.27,119.908
True,236133,0.472,0.714,1,-4.389,0,0.00937,0.0,0.0764,0.24,98.992
True,186463,0.445,0.357,7,-9.163,1,0.153,0.0,0.356,0.159,147.062
False,231920,0.601,0.806,7,-4.579,1,0.0527,0.0,0.185,0.711,89.87
True,182483,0.752,0.775,9,-6.031,1,0.209,9.13e-06,0.0983,0.541,147.97
True,150938,0.625,0.388,8,-11.316,1,0.341,0.88,0.153,0.0554,144.02
True,243387,0.718,0.792,7,-3.519,1,0.0467,3.65e-06,0.0399,0.96,90.949
True,180480,0.702,0.473,3,-7.499,0,0.204,0.0,0.0848,0.528,104.974
False,209449,0.592,0.572,5,-8.974,0,0.146,0.000172,0.115,0.315,164.08
True,223523,0.77,0.882,8,-4.792,1,0.194,0.0,0.316,0.385,99.991
True,198931,0.711,0.668,1,-5.649,0,0.149,0.0,0.285,0.532,149.973
True,184700,0.637,0.661,8,-7.44,1,0.0202,0.0,0.369,0.362,91.051
True,183428,0.679,0.572,5,-6.703,1,0.455,2.41e-06,0.127,0.542,92.859
True,188040,0.671,0.699,6,-4.224,0,0.00453,0.000277,0.173,0.379,72.946
True,178286,0.638,0.561,1,-8.473,1,0.154,0.0,0.0814,0.399,139.954
True,172455,0.827,0.697,11,-4.368,0,0.122,0.0,0.044,0.836,118.083
True,192522,0.741,0.882,7,-5.278,1,0.0654,0.0,0.0662,0.488,101.013
False,191321,0.729,0.432,9,-8.748,1,0.267,0.0,0.159,0.64,102.572
False,204227,0.627,0.284,9,-6.693,0,0.74,1.63e-06,0.376,0.25,104.08
True,188657,0.682,0.749,2,-4.868,1,0.00958,0.0,0.311,0.435,94.029
True,195416,0.522,0.815,6,-6.032,1,0.0574,0.0,0.172,0.627,171.965
True,183853,0.734,0.663,0,-7.292,1,0.28,0.0,0.12,0.256,101.943
True,240387,0.628,0.661,0,-6.389,0,0.371,0.0,0.112,0.262,79.995
True,217246,0.687,0.889,9,-5.522,0,0.162,0.0,0.308,0.723,156.046
True,187824,0.641,0.444,6,-6.482,1,0.412,0.00121,0.179,0.588,107.081
False,148142,0.831,0.775,6,-6.668,0,0.0151,7.64e-05,0.104,0.44,111.964
True,262533,0.64,0.743,10,-4.08,1,0.269,0.0,0.101,0.361,122.035
True,189399,0.76,0.886,9,-5.356,0,0.0219,7.43e-06,0.623,0.78,123.002
True,257974,0.478,0.903,10,-5.457,1,0.248,1.73e-05,0.142,0.596,145.617
True,215973,0.503,0.799,3,-5.462,0,0.289,0.0889,0.118,0.477,155.956
True,194810,0.637,0.0795,6,-13.437,1,0.966,0.0,0.109,0.213,99.021
True,172606,0.767,0.627,0,-4.096,1,0.537,0.0,0.359,0.689,94.028
True,298200,0.723,0.691,1,-6.784,0,0.279,0.0,0.0363,0.512,138.038
True,157326,0.418,0.445,5,-5.407,1,0.469,0.0,0.123,0.608,175.686
True,159760,0.906,0.833,5,-3.027,0,0.0899,0.0,0.154,0.752,104.017
True,238200,0.826,0.773,11,-4.218,0,0.323,0.0,0.143,0.761,126.899
True,258493,0.602,0.656,11,-7.596,0,0.639,3.63e-06,0.0761,0.537,75.02
True,176954,0.705,0.865,4,-5.324,0,0.0496,0.0,0.108,0.467,95.085
True,133165,0.615,0.424,11,-12.324,0,0.968,0.809,0.106,0.178,159.033
True,197560,0.879,0.538,1,-6.144,1,0.0323,8.6e-06,0.046,0.896,108.155
False,156250,0.779,0.624,10,-4.993,0,0.174,0.0,0.0727,0.596,96.126
False,208533,0.671,0.463,11,-8.534,1,0.391,0.0,0.162,0.344,85.002
True,198095,0.757,0.757,2,-5.803,1,0.02,0.000776,0.0941,0.274,126.04
True,204993,0.62,0.688,7,-7.421,1,0.00199,1.24e-05,0.0957,0.211,89.033
True,394573,0.87,0.554,4,-5.828,0,0.0802,0.0739,0.115,0.462,123.998
True,178987,0.544,0.854,4,-4.968,0,0.00245,1.2e-06,0.249,0.436,91.966
False,193853,0.715,0.756,2,-4.455,1,0.278,0.0,0.042,0.716,104.673
True,143880,0.913,0.608,7,-6.764,1,0.116,0.0,0.109,0.496,101.002
False,161772,0.816,0.71,1,-5.963,1,0.00808,0.0,0.171,0.618,157.976
True,172717,0.792,0.676,5,-5.946,0,0.2,0.0,0.187,0.433,137.964
True,264427,0.402,0.613,5,-9.571,1,0.143,2.4e-05,0.0864,0.095,116.986
True,204285,0.69,0.636,9,-6.028,0,0.0203,0.0,0.147,0.8,96.0
False,240173,0.636,0.543,5,-6.265,0,0.282,0.0,0.0974,0.427,95.997
False,182907,0.799,0.373,7,-8.999,1,0.259,0.0,0.166,0.534,98.035
True,176823,0.92,0.76,0,-6.154,1,0.374,0.0,0.101,0.723,93.968
True,179000,0.611,0.74,0,-5.686,1,0.3,0.0,0.0893,0.534,80.497
True,213562,0.735,0.697,7,-7.644,0,0.0705,0.0,0.313,0.63,100.06
True,292987,0.696,0.521,10,-8.465,0,0.302,0.0,0.0565,0.458,100.0
True,187547,0.76,0.943,1,-2.703,1,0.0698,0.0,0.525,0.686,127.976
True,178813,0.687,0.641,11,-5.814,1,0.17,0.0,0.111,0.663,120.04
True,185281,0.709,0.571,9,-7.617,1,0.0466,0.0,0.106,0.51,93.957
False,290836,0.858,0.697,2,-5.361,1,0.114,0.0,0.224,0.364,98.012
False,231800,0.49,0.298,9,-8.478,1,0.761,0.0,0.0881,0.399,113.993
True,158282,0.652,0.702,4,-8.124,1,0.03,0.0,0.0831,0.82,151.995
True,184044,0.614,0.581,4,-8.198,0,0.465,0.0,0.465,0.371,160.119
True,213993,0.477,0.61,11,-5.628,0,0.225,0.0,0.107,0.358,79.882
True,96422,0.788,0.295,0,-14.426,0,0.593,0.885,0.134,0.461,112.068
False,185440,0.434,0.831,8,-4.774,1,0.0651,0.0,0.119,0.596,156.034
False,166373,0.675,0.935,11,-4.466,1,0.362,0.0,0.847,0.815,96.045
True,212280,0.701,0.694,3,-5.443,1,0.363,0.0,0.364,0.634,97.012
True,136568,0.677,0.714,11,-5.637,1,0.162,0.0,0.0717,0.355,94.956
False,190231,0.597,0.557,0,-6.149,1,0.193,4.69e-06,0.176,0.19,161.905
True,232837,0.509,0.183,10,-10.27,1,0.946,0.0,0.0914,0.258,117.354
True,238693,0.353,0.822,7,-1.866,1,0.155,0.0,0.332,0.237,167.905
True,239320,0.504,0.705,6,-8.205,0,0.0752,0.0,0.128,0.584,175.483
True,144625,0.667,0.144,7,-11.14,0,0.252,0.885,0.204,0.469,80.626
False,180067,0.618,0.806,10,-4.651,1,0.00137,1.27e-05,0.297,0.683,97.986
False,214431,0.499,0.848,2,-4.718,1,0.00605,0.0,0.294,0.474,150.069
True,190800,0.692,0.809,2,-4.198,1,0.524,0.0,0.147,0.864,123.911
True,193929,0.523,0.837,7,-4.494,1,0.301,0.0,0.172,0.523,82.006
True,208478,0.795,0.63,2,-5.674,1,0.0576,5.81e-06,0.06,0.388,94.823
True,190186,0.657,0.827,5,-4.036,1,0.000704,0.00534,0.065,0.69,145.889
True,215400,0.747,0.408,2,-8.141,1,0.29,0.0,0.0721,0.666,145.728
True,211947,0.525,0.781,11,-4.092,0,0.0926,0.0,0.279,0.469,101.963
True,204121,0.625,0.54,9,-9.472,1,0.19,0.0,0.976,0.489,80.013
False,184213,0.771,0.628,4,-5.992,0,0.0385,5.46e-06,0.132,0.49,101.83
True,180816,0.667,0.755,11,-5.893,0,0.0533,1.15e-05,0.0795,0.472,97.063
False,243453,0.562,0.518,0,-10.219,1,0.513,0.0,0.17,0.443,89.974
True,240053,0.591,0.819,0,-6.134,0,0.175,0.0,0.0467,0.465,179.872
True,187000,0.626,0.768,10,-4.653,0,0.159,0.000186,0.0848,0.753,80.066
True,200727,0.644,0.905,11,-4.218,0,0.0767,0.0,0.0652,0.727,82.5
True,233933,0.545,0.865,11,-5.708,0,0.00664,1.12e-05,0.168,0.543,99.01
True,256016,0.659,0.562,0,-9.2,1,0.0116,0.866,0.111,0.374,128.004
True,210944,0.618,0.66,11,-8.14,0,0.0292,2.07e-06,0.325,0.408,105.0
True,202205,0.477,0.682,1,-4.931,0,0.153,0.0,0.0763,0.345,110.567
True,170440,0.629,0.729,7,-4.744,1,0.028,0.0,0.288,0.304,119.996
True,221889,0.681,0.761,7,-3.589,1,0.114,0.0,0.0658,0.552,95.088
False,186784,0.65,0.856,3,-4.202,1,0.186,0.0,0.0659,0.54,110.032
True,139211,0.546,0.572,4,-5.187,0,0.32,0.0,0.208,0.42,99.631
True,237107,0.685,0.802,9,-6.615,0,0.00291,0.0,0.0952,0.5,128.002
False,268667,0.419,0.631,7,-8.243,0,0.751,0.0,0.0806,0.406,173.82
True,189496,0.477,0.67,5,-5.394,0,0.15,0.0,0.37,0.115,93.029
True,145405,0.77,0.723,11,-7.349,1,0.37,1.17e-06,0.103,0.678,142.059
False,114893,0.703,0.594,5,-6.146,0,0.342,0.0,0.123,0.475,153.848
True,181600,0.709,0.568,6,-6.765,1,0.138,1.6e-05,0.12,0.364,94.987
True,234347,0.614,0.68,6,-4.58,1,0.369,1.84e-06,0.115,0.707,149.959
True,210479,0.64,0.7,1,-4.912,1,0.0843,0.0,0.222,0.737,168.012
False,224507,0.736,0.482,4,-8.242,1,0.327,0.0,0.229,0.608,140.064
True,199640,0.641,0.84,0,-6.044,1,0.000171,0.00179,0.109,0.545,112.99
False,184040,0.262,0.969,4,-4.675,1,3.69e-06,0.00213,0.133,0.263,158.433
True,186223,0.657,0.768,8,-4.628,1,0.108,0.0,0.144,0.759,75.025
True,182781,0.758,0.701,1,-4.829,1,0.0924,0.0,0.356,0.264,95.987
False,203000,0.791,0.785,1,-4.214,0,0.0818,1.45e-06,0.143,0.643,120.025
False,213000,0.757,0.579,1,-3.827,0,0.149,0.0,0.0543,0.56,99.968
False,275327,0.752,0.654,8,-6.206,1,0.00726,2.99e-05,0.144,0.408,156.132
False,260000,0.726,0.63,9,-7.237,1,0.0495,2.19e-06,0.0984,0.658,96.122
True,223432,0.556,0.667,11,-5.705,1,0.0332,6.94e-05,0.0607,0.275,105.061
False,197740,0.752,0.552,0,-6.028,1,0.201,0.25,0.211,0.342,114.001
False,107147,0.885,0.492,1,-6.015,1,0.00172,7.79e-05,0.081,0.203,156.958
True,180600,0.657,0.625,4,-8.097,1,0.492,0.0,0.155,0.504,73.999
False,217107,0.389,0.476,9,-9.342,1,0.619,5.09e-05,0.255,0.566,148.117
False,157067,0.878,0.619,6,-5.56,1,0.0533,0.0,0.113,0.639,136.041
False,159011,0.684,0.905,0,-3.187,0,0.285,0.0,0.525,0.492,95.985
True,186119,0.6,0.851,11,-4.645,1,0.00566,9.78e-06,0.0891,0.727,98.007
False,174960,0.58,0.653,5,-3.818,1,0.447,0.0,0.111,0.175,150.231
True,282160,0.556,0.913,0,-2.36,1,0.0193,8.59e-06,0.346,0.73,96.184
False,228480,0.487,0.859,4,-4.403,1,0.00204,0.0,0.322,0.377,148.037
True,207907,0.77,0.502,5,-9.604,0,0.0614,0.0,0.069,0.305,127.946
False,182192,0.567,0.907,8,-3.154,1,0.166,0.000619,0.102,0.242,130.048
True,215867,0.683,0.8,6,-6.006,1,0.116,0.0,0.101,0.391,120.023
True,207547,0.607,0.678,5,-5.836,0,0.0774,0.0,0.402,0.35,89.995
False,216667,0.724,0.773,5,-3.33,1,0.125,2.19e-05,0.163,0.748,94.021
True,230013,0.659,0.902,7,-6.192,1,0.13,9.45e-05,0.0574,0.809,124.985
True,199973,0.524,0.772,7,-6.696,0,0.00273,0.000169,0.224,0.237,169.855
True,164133,0.497,0.84,1,-6.626,1,0.419,0.0,0.138,0.677,157.851
True,145543,0.897,0.662,1,-6.903,0,0.0852,0.0,0.534,0.389,112.511
True,229400,0.453,0.146,2,-8.976,1,0.867,3.49e-06,0.0945,0.0915,137.905
True,169813,0.622,0.796,0,-2.999,0,0.667,0.0,0.106,0.62,197.705
False,195418,0.687,0.625,1,-6.942,0,0.042,0.0,0.151,0.866,104.027
True,203507,0.391,0.808,8,-6.209,0,0.0759,0.0,0.149,0.737,100.304
False,184767,0.588,0.707,10,-3.203,0,0.0729,0.0,0.105,0.364,87.991
True,186133,0.539,0.859,7,-4.465,1,0.0317,0.0,0.102,0.456,89.937
True,162583,0.599,0.733,11,-7.058,1,0.176,0.0,0.242,0.534,102.211
False,155316,0.647,0.973,11,-3.642,0,0.023,3.2e-06,0.732,0.595,116.962
False,177391,0.652,0.453,1,-6.119,1,0.0519,0.0,0.179,0.432,88.038
True,200107,0.796,0.586,4,-6.946,0,0.0247,0.0,0.132,0.179,97.981
True,188514,0.538,0.755,9,-5.22,1,0.097,0.0,0.11,0.697,169.811
True,163805,0.661,0.723,5,-6.976,0,0.179,1.23e-05,0.14,0.316,113.778
True,190302,0.7,0.872,10,-5.896,1,0.121,7.08e-06,0.103,0.761,125.03
True,227277,0.664,0.781,11,-9.058,0,0.551,1.63e-06,0.157,0.537,129.97
True,248160,0.575,0.736,11,-3.385,0,0.247,0.0,0.633,0.504,84.08
True,288333,0.624,0.653,8,-6.582,0,0.575,0.0,0.104,0.565,73.884
True,251989,0.87,0.464,4,-8.337,1,0.205,0.0,0.0902,0.457,112.974
False,223963,0.887,0.369,9,-13.281,1,0.529,0.000972,0.125,0.961,124.685
True,178176,0.362,0.377,2,-9.713,1,0.732,0.000631,0.127,0.294,137.891
False,194526,0.776,0.568,0,-6.419,0,0.0204,1.69e-05,0.078,0.749,150.901
True,240013,0.812,0.472,1,-6.806,0,0.26,0.0,0.285,0.457,92.951
True,238427,0.736,0.761,4,-5.449,0,0.0966,0.0,0.0823,0.114,119.999
True,258837,0.836,0.44,4,-7.95,0,0.751,1.85e-06,0.0805,0.377,135.931
True,235073,0.772,0.809,1,-3.8,0,0.103,0.0,0.0986,0.542,93.068
True,144750,0.663,0.388,7,-9.772,0,0.414,0.122,0.271,0.289,84.059
True,215107,0.535,0.777,4,-3.292,1,0.0187,1.62e-06,0.136,0.664,171.72
True,183827,0.726,0.789,2,-4.097,1,0.218,0.0,0.237,0.268,130.947
True,179746,0.754,0.653,7,-5.095,1,0.0944,0.0,0.383,0.379,123.084
True,163870,0.643,0.783,10,-6.458,1,0.047,0.0,0.083,0.579,154.084
False,182880,0.742,0.769,0,-5.975,1,0.0266,0.0,0.317,0.504,92.022
True,189907,0.83,0.52,0,-8.714,1,0.000792,1.25e-05,0.0656,0.735,104.99
True,238053,0.795,0.615,5,-5.498,0,0.0997,0.0,0.0793,0.673,80.535
True,269787,0.559,0.556,6,-7.844,1,0.553,0.0,0.251,0.362,189.861
False,171693,0.593,0.78,7,-5.876,0,0.0871,0.0,0.202,0.359,99.974
True,225881,0.415,0.775,5,-6.366,0,0.0658,0.00431,0.0843,0.536,127.86
False,169038,0.844,0.644,11,-6.273,0,0.0828,0.0,0.113,0.591,122.061
False,209933,0.582,0.826,11,-4.599,0,0.0614,2.7e-06,0.108,0.201,117.948
False,216960,0.235,0.66,7,-6.134,1,0.0122,0.0,0.159,0.144,64.21
False,225915,0.605,0.77,5,-3.645,0,0.0431,0.0,0.159,0.298,130.037
True,185707,0.716,0.718,0,-5.355,1,0.0896,0.0,0.473,0.537,100.934
True,195549,0.706,0.772,0,-6.312,1,0.0527,0.0,0.0636,0.964,119.976
True,191935,0.774,0.45,11,-6.86,1,0.443,3.28e-05,0.127,0.648,90.055
True,208022,0.601,0.674,7,-5.638,1,0.0561,0.0,0.117,0.596,180.055
False,174550,0.604,0.674,4,-5.934,0,0.248,1.25e-06,0.1,0.209,116.932
True,246581,0.591,0.773,10,-6.39,0,0.0206,0.0,0.145,0.545,171.777
True,168000,0.632,0.362,9,-8.638,0,0.86,0.0,0.0977,0.344,139.96
